cliente_Log,idade,uf_nascimento,renda,Faixa de Renda
13950,61,SP,14662,Mais Que R$10.000
13725,60,BA,12228,Mais Que R$10.000
26819,59,RJ,4652,Entre R$2.500 e R$5.000
11327,59,RJ,3745,Entre R$2.500 e R$5.000
02154,68,SP,7926,Entre R$7.500 e R$10.000
20253,43,RJ,4944,Entre R$2.500 e R$5.000
10291,21,RJ,9815,Entre R$7.500 e R$10.000
17256,50,ES,6934,Entre R$5.000 e R$7.500
04882,85,SP,6138,Entre R$5.000 e R$7.500
27531,80,SP,3560,Entre R$2.500 e R$5.000
14665,87,RJ,11312,Mais Que R$10.000
27164,41,SP,9387,Entre R$7.500 e R$10.000
01201,88,MG,9962,Entre R$7.500 e R$10.000
26177,65,RS,3891,Entre R$2.500 e R$5.000
18187,71,RJ,12597,Mais Que R$10.000
14377,66,SP,7490,Entre R$5.000 e R$7.500
25755,26,MG,3560,Entre R$2.500 e R$5.000
08947,41,RJ,2869,Entre R$2.500 e R$5.000
11969,24,SP,4088,Entre R$2.500 e R$5.000
08620,87,RS,7674,Entre R$7.500 e R$10.000
01375,54,MG,2287,Entre R$1.750 e R$2.500
11558,84,PR,12581,Mais Que R$10.000
17833,63,PR,6780,Entre R$5.000 e R$7.500
07563,63,PR,6621,Entre R$5.000 e R$7.500
06444,67,RS,13291,Mais Que R$10.000
08923,50,RJ,6485,Entre R$5.000 e R$7.500
10196,88,MG,3598,Entre R$2.500 e R$5.000
17045,20,SP,7441,Entre R$5.000 e R$7.500
10323,45,RJ,6074,Entre R$5.000 e R$7.500
16429,52,BA,8201,Entre R$7.500 e R$10.000
02925,70,SP,10192,Mais Que R$10.000
15503,20,MG,7738,Entre R$7.500 e R$10.000
11078,22,RS,14997,Mais Que R$10.000
06996,26,RS,3647,Entre R$2.500 e R$5.000
17780,65,PR,13915,Mais Que R$10.000
25415,61,MG,3623,Entre R$2.500 e R$5.000
05483,37,RJ,13649,Mais Que R$10.000
27387,28,SP,13729,Mais Que R$10.000
23542,54,SP,6573,Entre R$5.000 e R$7.500
10061,24,RJ,12569,Mais Que R$10.000
24255,32,RS,8932,Entre R$7.500 e R$10.000
13169,40,SP,5867,Entre R$5.000 e R$7.500
07520,43,RS,9145,Entre R$7.500 e R$10.000
00059,89,SP,3154,Entre R$2.500 e R$5.000
14550,32,MG,7063,Entre R$5.000 e R$7.500
19527,22,MG,9953,Entre R$7.500 e R$10.000
10963,30,RJ,13927,Mais Que R$10.000
26717,65,RJ,1560,Até R$1.750
14999,41,SP,11281,Mais Que R$10.000
09241,80,RJ,14212,Mais Que R$10.000
24807,89,SP,7647,Entre R$7.500 e R$10.000
02714,69,SP,2153,Entre R$1.750 e R$2.500
25100,71,RJ,14988,Mais Que R$10.000
17869,66,SP,12025,Mais Que R$10.000
18923,83,RJ,9807,Entre R$7.500 e R$10.000
00389,88,SP,14104,Mais Que R$10.000
19025,89,SP,5309,Entre R$5.000 e R$7.500
13718,78,MS,2246,Entre R$1.750 e R$2.500
14146,43,PR,5300,Entre R$5.000 e R$7.500
15063,46,RJ,11361,Mais Que R$10.000
26210,80,RJ,9250,Entre R$7.500 e R$10.000
18424,68,MG,5390,Entre R$5.000 e R$7.500
18613,55,SP,5907,Entre R$5.000 e R$7.500
04634,37,RJ,8818,Entre R$7.500 e R$10.000
06594,61,SP,10571,Mais Que R$10.000
18181,21,MG,6660,Entre R$5.000 e R$7.500
03154,88,RJ,8461,Entre R$7.500 e R$10.000
09208,82,MG,1727,Até R$1.750
11798,51,RJ,1555,Até R$1.750
09024,54,RJ,3476,Entre R$2.500 e R$5.000
20624,84,GO,14656,Mais Que R$10.000
14928,25,SP,8184,Entre R$7.500 e R$10.000
12894,71,PR,2927,Entre R$2.500 e R$5.000
20201,24,AL,8417,Entre R$7.500 e R$10.000
22029,67,RJ,1672,Até R$1.750
24284,37,RJ,7717,Entre R$7.500 e R$10.000
13245,35,MG,5766,Entre R$5.000 e R$7.500
20432,81,SP,14726,Mais Que R$10.000
01861,57,RJ,12168,Mais Que R$10.000
16690,80,SP,9593,Entre R$7.500 e R$10.000
11365,57,SP,12080,Mais Que R$10.000
25560,22,SP,2660,Entre R$2.500 e R$5.000
22110,51,RS,5293,Entre R$5.000 e R$7.500
26151,52,BA,14348,Mais Que R$10.000
25465,26,SP,12329,Mais Que R$10.000
00163,58,BA,9984,Entre R$7.500 e R$10.000
22297,32,SP,2275,Entre R$1.750 e R$2.500
12342,31,RS,12588,Mais Que R$10.000
08112,48,SP,4425,Entre R$2.500 e R$5.000
06480,57,MG,10184,Mais Que R$10.000
26091,58,RJ,14409,Mais Que R$10.000
26845,87,SP,10070,Mais Que R$10.000
18972,26,RJ,9968,Entre R$7.500 e R$10.000
02697,41,SP,8476,Entre R$7.500 e R$10.000
12986,25,SP,8716,Entre R$7.500 e R$10.000
08034,78,RJ,7978,Entre R$7.500 e R$10.000
04736,33,SP,4137,Entre R$2.500 e R$5.000
25177,66,SP,6429,Entre R$5.000 e R$7.500
08430,61,SP,13224,Mais Que R$10.000
20433,41,MG,7115,Entre R$5.000 e R$7.500
05033,26,RS,4225,Entre R$2.500 e R$5.000
16558,79,RJ,3138,Entre R$2.500 e R$5.000
17889,70,MG,14287,Mais Que R$10.000
20669,55,MG,5845,Entre R$5.000 e R$7.500
16352,19,BA,13506,Mais Que R$10.000
19338,27,PE,3543,Entre R$2.500 e R$5.000
19673,36,SP,3438,Entre R$2.500 e R$5.000
16539,34,RJ,12852,Mais Que R$10.000
20338,63,RJ,5629,Entre R$5.000 e R$7.500
11472,47,SP,2487,Entre R$1.750 e R$2.500
03126,71,MG,14140,Mais Que R$10.000
25637,56,RJ,3995,Entre R$2.500 e R$5.000
10285,30,MG,11209,Mais Que R$10.000
16471,27,MG,12242,Mais Que R$10.000
04391,85,PR,11769,Mais Que R$10.000
24254,83,SP,11324,Mais Que R$10.000
26411,81,RJ,6967,Entre R$5.000 e R$7.500
14995,46,GO,6929,Entre R$5.000 e R$7.500
09732,68,RJ,12194,Mais Que R$10.000
03249,52,RJ,13710,Mais Que R$10.000
17809,72,SP,3757,Entre R$2.500 e R$5.000
10442,86,PR,9342,Entre R$7.500 e R$10.000
17820,19,RJ,2850,Entre R$2.500 e R$5.000
23258,48,MG,13322,Mais Que R$10.000
21324,81,RJ,6494,Entre R$5.000 e R$7.500
23702,50,CE,7462,Entre R$5.000 e R$7.500
10104,23,RJ,13439,Mais Que R$10.000
18182,45,SP,2616,Entre R$2.500 e R$5.000
07689,23,MG,5962,Entre R$5.000 e R$7.500
05640,60,SP,3158,Entre R$2.500 e R$5.000
04476,81,SP,11295,Mais Que R$10.000
08087,34,MG,9110,Entre R$7.500 e R$10.000
13279,43,PR,2682,Entre R$2.500 e R$5.000
26549,83,PR,11618,Mais Que R$10.000
14089,30,PE,8546,Entre R$7.500 e R$10.000
17476,86,RS,10179,Mais Que R$10.000
02003,32,SP,12736,Mais Que R$10.000
07767,27,MG,4689,Entre R$2.500 e R$5.000
09643,41,SP,8789,Entre R$7.500 e R$10.000
12881,80,MG,1780,Entre R$1.750 e R$2.500
25871,76,RJ,5838,Entre R$5.000 e R$7.500
02218,88,MG,5453,Entre R$5.000 e R$7.500
14553,32,RJ,10566,Mais Que R$10.000
13111,23,MG,9117,Entre R$7.500 e R$10.000
05556,85,PE,4552,Entre R$2.500 e R$5.000
08680,56,SP,6875,Entre R$5.000 e R$7.500
25677,34,SP,5607,Entre R$5.000 e R$7.500
14157,35,RJ,13693,Mais Que R$10.000
19643,21,SP,5458,Entre R$5.000 e R$7.500
16793,78,MG,5206,Entre R$5.000 e R$7.500
09892,79,RJ,14437,Mais Que R$10.000
14661,33,DF,10901,Mais Que R$10.000
02083,19,SP,5788,Entre R$5.000 e R$7.500
01383,61,AL,9317,Entre R$7.500 e R$10.000
07295,40,RJ,10815,Mais Que R$10.000
16108,29,RJ,7989,Entre R$7.500 e R$10.000
09377,72,SP,13432,Mais Que R$10.000
21501,63,RJ,12043,Mais Que R$10.000
25507,57,RJ,12313,Mais Que R$10.000
04020,77,SP,9139,Entre R$7.500 e R$10.000
15517,78,SP,14854,Mais Que R$10.000
10596,35,SC,6713,Entre R$5.000 e R$7.500
13768,30,SP,7165,Entre R$5.000 e R$7.500
26123,47,SP,12162,Mais Que R$10.000
26129,25,RJ,5954,Entre R$5.000 e R$7.500
04975,51,MG,14730,Mais Que R$10.000
00011,48,SP,14516,Mais Que R$10.000
25408,25,SP,2354,Entre R$1.750 e R$2.500
07690,63,RJ,13755,Mais Que R$10.000
13514,84,MG,8208,Entre R$7.500 e R$10.000
14811,72,RS,9206,Entre R$7.500 e R$10.000
13973,81,SP,7782,Entre R$7.500 e R$10.000
13280,29,SC,9223,Entre R$7.500 e R$10.000
06261,36,SC,6161,Entre R$5.000 e R$7.500
27500,49,SP,13514,Mais Que R$10.000
01117,72,SP,11844,Mais Que R$10.000
04513,70,DF,13741,Mais Que R$10.000
16048,21,RS,4540,Entre R$2.500 e R$5.000
02500,62,DF,6353,Entre R$5.000 e R$7.500
02590,31,RJ,5622,Entre R$5.000 e R$7.500
25099,30,SP,8485,Entre R$7.500 e R$10.000
08462,22,BA,12511,Mais Que R$10.000
16634,74,MG,2590,Entre R$2.500 e R$5.000
01727,70,SP,12182,Mais Que R$10.000
26806,49,RJ,9143,Entre R$7.500 e R$10.000
23033,31,BA,10345,Mais Que R$10.000
00214,18,SP,7255,Entre R$5.000 e R$7.500
23319,80,MG,14803,Mais Que R$10.000
05984,39,PE,1779,Entre R$1.750 e R$2.500
18772,82,SP,8612,Entre R$7.500 e R$10.000
25470,34,SP,9292,Entre R$7.500 e R$10.000
10137,24,SP,11665,Mais Que R$10.000
23769,52,SP,1866,Entre R$1.750 e R$2.500
10490,80,SP,3399,Entre R$2.500 e R$5.000
00755,66,RJ,13693,Mais Que R$10.000
03166,68,CE,6017,Entre R$5.000 e R$7.500
01889,82,PR,8356,Entre R$7.500 e R$10.000
00789,72,MG,14514,Mais Que R$10.000
11107,50,MG,11587,Mais Que R$10.000
11605,56,MG,5168,Entre R$5.000 e R$7.500
02280,43,RJ,8532,Entre R$7.500 e R$10.000
10564,31,SP,9339,Entre R$7.500 e R$10.000
17785,29,RJ,13975,Mais Que R$10.000
21092,26,RS,8388,Entre R$7.500 e R$10.000
13428,48,MG,12769,Mais Que R$10.000
10575,86,RJ,4745,Entre R$2.500 e R$5.000
02738,47,MG,4172,Entre R$2.500 e R$5.000
14599,77,MG,11399,Mais Que R$10.000
25690,75,SP,8267,Entre R$7.500 e R$10.000
15560,18,MG,5659,Entre R$5.000 e R$7.500
01236,59,PR,10273,Mais Que R$10.000
10025,65,MG,5074,Entre R$5.000 e R$7.500
02812,36,PE,10449,Mais Que R$10.000
11837,85,RJ,14013,Mais Que R$10.000
25106,52,SP,14776,Mais Que R$10.000
03490,35,RS,12873,Mais Que R$10.000
21113,66,SP,7991,Entre R$7.500 e R$10.000
07936,51,RJ,1533,Até R$1.750
23945,31,MG,14439,Mais Que R$10.000
04892,38,SP,11066,Mais Que R$10.000
13995,32,SP,3155,Entre R$2.500 e R$5.000
15116,82,RJ,9278,Entre R$7.500 e R$10.000
04821,39,GO,8982,Entre R$7.500 e R$10.000
25620,79,MG,14387,Mais Que R$10.000
13015,87,SP,5247,Entre R$5.000 e R$7.500
18027,30,MG,5568,Entre R$5.000 e R$7.500
22971,58,SP,2449,Entre R$1.750 e R$2.500
17103,33,BA,3167,Entre R$2.500 e R$5.000
27108,47,SP,9442,Entre R$7.500 e R$10.000
24773,52,RJ,6427,Entre R$5.000 e R$7.500
20494,69,RJ,12260,Mais Que R$10.000
22380,53,SP,4744,Entre R$2.500 e R$5.000
11006,49,MG,11693,Mais Que R$10.000
09274,87,PE,6989,Entre R$5.000 e R$7.500
01961,34,SC,6815,Entre R$5.000 e R$7.500
01594,77,SP,10242,Mais Que R$10.000
03022,43,SP,14082,Mais Que R$10.000
04949,77,PR,10371,Mais Que R$10.000
13109,72,MG,13689,Mais Que R$10.000
17120,86,MG,3493,Entre R$2.500 e R$5.000
19987,82,RJ,4084,Entre R$2.500 e R$5.000
16850,67,DF,12318,Mais Que R$10.000
21362,32,RJ,11819,Mais Que R$10.000
13874,27,SP,9522,Entre R$7.500 e R$10.000
26331,86,RJ,13137,Mais Que R$10.000
00183,74,MG,13441,Mais Que R$10.000
14152,75,CE,11204,Mais Que R$10.000
13711,66,SC,5566,Entre R$5.000 e R$7.500
06522,67,MG,9501,Entre R$7.500 e R$10.000
03727,33,RJ,6115,Entre R$5.000 e R$7.500
03473,46,ES,1722,Até R$1.750
12606,83,SP,11142,Mais Que R$10.000
04927,58,RJ,4727,Entre R$2.500 e R$5.000
12251,21,RJ,13751,Mais Que R$10.000
10536,48,RJ,12674,Mais Que R$10.000
03390,34,RS,7066,Entre R$5.000 e R$7.500
12025,48,RJ,8634,Entre R$7.500 e R$10.000
14737,86,MG,8802,Entre R$7.500 e R$10.000
10570,59,MG,12223,Mais Que R$10.000
11876,23,SP,14977,Mais Que R$10.000
22909,77,PR,3394,Entre R$2.500 e R$5.000
01337,59,GO,11313,Mais Que R$10.000
21661,59,RS,11050,Mais Que R$10.000
00240,23,SP,7491,Entre R$5.000 e R$7.500
05869,71,SP,7944,Entre R$7.500 e R$10.000
10179,74,MG,8114,Entre R$7.500 e R$10.000
04415,33,RJ,10976,Mais Que R$10.000
02489,81,RS,2336,Entre R$1.750 e R$2.500
13903,44,SC,14336,Mais Que R$10.000
11593,48,RJ,7107,Entre R$5.000 e R$7.500
21369,42,RJ,6253,Entre R$5.000 e R$7.500
15192,35,MG,5624,Entre R$5.000 e R$7.500
21416,31,SP,9380,Entre R$7.500 e R$10.000
01304,79,SP,10082,Mais Que R$10.000
06531,54,MG,2881,Entre R$2.500 e R$5.000
18119,35,MG,10877,Mais Que R$10.000
07085,71,PR,10861,Mais Que R$10.000
01178,74,SP,7869,Entre R$7.500 e R$10.000
11478,74,SP,8339,Entre R$7.500 e R$10.000
20360,89,SP,13428,Mais Que R$10.000
16843,55,CE,12040,Mais Que R$10.000
27356,53,SP,6659,Entre R$5.000 e R$7.500
24096,88,PB,9341,Entre R$7.500 e R$10.000
21251,57,BA,2206,Entre R$1.750 e R$2.500
12832,46,SP,10667,Mais Que R$10.000
27686,67,SP,8066,Entre R$7.500 e R$10.000
03388,81,SP,4325,Entre R$2.500 e R$5.000
09669,83,SP,9813,Entre R$7.500 e R$10.000
02661,43,RJ,6648,Entre R$5.000 e R$7.500
21119,85,RS,12802,Mais Que R$10.000
21483,78,RJ,3066,Entre R$2.500 e R$5.000
17649,58,RS,13862,Mais Que R$10.000
23659,77,SP,13378,Mais Que R$10.000
08922,86,SP,10051,Mais Que R$10.000
10704,45,SE,2395,Entre R$1.750 e R$2.500
27866,41,SP,8224,Entre R$7.500 e R$10.000
05173,55,SP,12900,Mais Que R$10.000
22614,68,MG,11361,Mais Que R$10.000
20268,25,RJ,10122,Mais Que R$10.000
11376,76,SP,2749,Entre R$2.500 e R$5.000
09380,33,SP,13657,Mais Que R$10.000
10708,84,SE,4553,Entre R$2.500 e R$5.000
04806,33,MG,7786,Entre R$7.500 e R$10.000
24000,43,GO,7115,Entre R$5.000 e R$7.500
26011,53,SP,12699,Mais Que R$10.000
27817,18,ES,10741,Mais Que R$10.000
05231,80,SP,1897,Entre R$1.750 e R$2.500
22257,42,SP,8581,Entre R$7.500 e R$10.000
23589,50,PR,2765,Entre R$2.500 e R$5.000
08021,42,SP,8860,Entre R$7.500 e R$10.000
11268,75,RJ,8663,Entre R$7.500 e R$10.000
15857,85,SP,3759,Entre R$2.500 e R$5.000
21926,37,SC,7707,Entre R$7.500 e R$10.000
06900,71,SP,2940,Entre R$2.500 e R$5.000
15242,53,PE,10597,Mais Que R$10.000
20429,68,SP,4873,Entre R$2.500 e R$5.000
12838,29,RS,11552,Mais Que R$10.000
19480,43,RJ,4370,Entre R$2.500 e R$5.000
02530,80,MA,3740,Entre R$2.500 e R$5.000
18082,55,SP,1727,Até R$1.750
26136,85,MG,9135,Entre R$7.500 e R$10.000
12611,33,RJ,6862,Entre R$5.000 e R$7.500
23578,59,MG,8636,Entre R$7.500 e R$10.000
02721,65,MG,14417,Mais Que R$10.000
24408,32,RJ,13315,Mais Que R$10.000
09641,37,RJ,13307,Mais Que R$10.000
25210,48,RJ,14870,Mais Que R$10.000
08199,86,MG,12954,Mais Que R$10.000
15200,69,SP,4051,Entre R$2.500 e R$5.000
05338,70,MT,6169,Entre R$5.000 e R$7.500
05977,43,SP,5190,Entre R$5.000 e R$7.500
18199,87,GO,10470,Mais Que R$10.000
21649,72,SP,9651,Entre R$7.500 e R$10.000
04151,34,SP,4084,Entre R$2.500 e R$5.000
12932,22,SP,3553,Entre R$2.500 e R$5.000
00273,37,SP,14862,Mais Que R$10.000
04461,46,RS,4717,Entre R$2.500 e R$5.000
25340,53,SC,9756,Entre R$7.500 e R$10.000
02239,72,PR,3245,Entre R$2.500 e R$5.000
03617,62,SC,1570,Até R$1.750
05878,51,MG,3704,Entre R$2.500 e R$5.000
12254,54,SP,12336,Mais Que R$10.000
07852,65,RJ,3001,Entre R$2.500 e R$5.000
17409,76,RJ,10317,Mais Que R$10.000
19061,33,SP,7590,Entre R$7.500 e R$10.000
12713,87,RJ,10226,Mais Que R$10.000
22065,84,SP,10992,Mais Que R$10.000
18526,47,PR,11946,Mais Que R$10.000
25913,22,AL,9437,Entre R$7.500 e R$10.000
24317,52,ES,9359,Entre R$7.500 e R$10.000
11940,22,SP,7383,Entre R$5.000 e R$7.500
26448,32,SP,2982,Entre R$2.500 e R$5.000
09511,24,SP,6028,Entre R$5.000 e R$7.500
18005,35,SP,14414,Mais Que R$10.000
21070,62,SP,3185,Entre R$2.500 e R$5.000
25378,40,SP,6054,Entre R$5.000 e R$7.500
00018,39,SP,11973,Mais Que R$10.000
05253,29,GO,12803,Mais Que R$10.000
14489,33,SP,12083,Mais Que R$10.000
25341,58,SP,10936,Mais Que R$10.000
25439,66,SP,11379,Mais Que R$10.000
03595,35,MG,14723,Mais Que R$10.000
08296,54,MG,10372,Mais Que R$10.000
16000,23,RJ,4705,Entre R$2.500 e R$5.000
00218,65,MG,7012,Entre R$5.000 e R$7.500
14508,23,SP,11765,Mais Que R$10.000
23852,73,SP,3761,Entre R$2.500 e R$5.000
20527,57,MG,2003,Entre R$1.750 e R$2.500
02944,40,TO,12371,Mais Que R$10.000
20222,59,MG,11042,Mais Que R$10.000
19834,41,SP,9210,Entre R$7.500 e R$10.000
11156,42,SP,11543,Mais Que R$10.000
09267,39,RJ,4718,Entre R$2.500 e R$5.000
17389,84,MG,7983,Entre R$7.500 e R$10.000
14056,32,RJ,5191,Entre R$5.000 e R$7.500
26324,65,DF,4184,Entre R$2.500 e R$5.000
03076,33,RJ,4539,Entre R$2.500 e R$5.000
04184,70,MG,9550,Entre R$7.500 e R$10.000
23194,66,ES,13333,Mais Que R$10.000
13146,34,RJ,7105,Entre R$5.000 e R$7.500
23361,46,BA,8823,Entre R$7.500 e R$10.000
18645,23,SP,8785,Entre R$7.500 e R$10.000
06383,35,SP,14397,Mais Que R$10.000
26156,53,RN,3684,Entre R$2.500 e R$5.000
02457,27,DF,2505,Entre R$2.500 e R$5.000
03767,76,SP,8460,Entre R$7.500 e R$10.000
10309,73,SP,9806,Entre R$7.500 e R$10.000
20555,20,SP,8504,Entre R$7.500 e R$10.000
15162,64,PB,13554,Mais Que R$10.000
08522,69,SP,4725,Entre R$2.500 e R$5.000
22922,69,RJ,3014,Entre R$2.500 e R$5.000
10557,81,MS,11889,Mais Que R$10.000
09427,27,RS,6850,Entre R$5.000 e R$7.500
12626,56,SP,7055,Entre R$5.000 e R$7.500
02135,48,RS,6597,Entre R$5.000 e R$7.500
23331,39,RJ,11858,Mais Que R$10.000
10057,57,SP,3194,Entre R$2.500 e R$5.000
03231,82,SP,4622,Entre R$2.500 e R$5.000
21592,72,PR,6964,Entre R$5.000 e R$7.500
10576,48,SP,14801,Mais Que R$10.000
20306,79,DF,6085,Entre R$5.000 e R$7.500
00129,26,MG,13899,Mais Que R$10.000
17329,77,RJ,14191,Mais Que R$10.000
26370,31,RJ,13613,Mais Que R$10.000
11849,26,RJ,4610,Entre R$2.500 e R$5.000
09027,21,DF,8610,Entre R$7.500 e R$10.000
01476,51,SE,9487,Entre R$7.500 e R$10.000
25183,57,RJ,10068,Mais Que R$10.000
10540,78,SP,11900,Mais Que R$10.000
17860,54,PR,11947,Mais Que R$10.000
09854,25,PB,13474,Mais Que R$10.000
26568,61,MG,12290,Mais Que R$10.000
00033,42,SP,14707,Mais Que R$10.000
02010,60,SP,5317,Entre R$5.000 e R$7.500
00363,22,SP,10766,Mais Que R$10.000
04698,61,SP,9376,Entre R$7.500 e R$10.000
22904,75,PE,4768,Entre R$2.500 e R$5.000
01930,83,SP,5348,Entre R$5.000 e R$7.500
06688,25,SP,8263,Entre R$7.500 e R$10.000
15204,33,RS,5237,Entre R$5.000 e R$7.500
05979,69,CE,8187,Entre R$7.500 e R$10.000
03649,79,RJ,4086,Entre R$2.500 e R$5.000
21272,69,SP,9980,Entre R$7.500 e R$10.000
04900,24,ES,1746,Até R$1.750
14812,64,RJ,7868,Entre R$7.500 e R$10.000
05599,50,MG,8369,Entre R$7.500 e R$10.000
23998,87,SP,10112,Mais Que R$10.000
07414,33,SP,2811,Entre R$2.500 e R$5.000
06641,32,MG,2808,Entre R$2.500 e R$5.000
22645,20,SP,9278,Entre R$7.500 e R$10.000
27939,41,MG,13233,Mais Que R$10.000
23876,35,PR,7118,Entre R$5.000 e R$7.500
03208,56,RJ,12348,Mais Que R$10.000
16827,45,RJ,9463,Entre R$7.500 e R$10.000
15938,56,MG,14689,Mais Que R$10.000
12115,69,SP,13597,Mais Que R$10.000
05685,57,MG,7443,Entre R$5.000 e R$7.500
03673,64,SP,14703,Mais Que R$10.000
12405,80,SP,1895,Entre R$1.750 e R$2.500
12901,54,RJ,6034,Entre R$5.000 e R$7.500
24464,33,SP,5866,Entre R$5.000 e R$7.500
09030,51,DF,4911,Entre R$2.500 e R$5.000
20552,50,RJ,14093,Mais Que R$10.000
22858,64,MG,8159,Entre R$7.500 e R$10.000
07108,69,SP,8816,Entre R$7.500 e R$10.000
19062,83,DF,12595,Mais Que R$10.000
27978,88,MG,6788,Entre R$5.000 e R$7.500
05725,63,MG,4309,Entre R$2.500 e R$5.000
05678,69,RJ,3911,Entre R$2.500 e R$5.000
14935,48,ES,14057,Mais Que R$10.000
19423,78,RJ,7366,Entre R$5.000 e R$7.500
17690,62,SP,13189,Mais Que R$10.000
12009,20,SP,12715,Mais Que R$10.000
03958,81,SP,14380,Mais Que R$10.000
05456,87,BA,7691,Entre R$7.500 e R$10.000
19833,86,RS,11153,Mais Que R$10.000
24022,42,SP,4569,Entre R$2.500 e R$5.000
00557,76,MG,10310,Mais Que R$10.000
08622,80,SP,3161,Entre R$2.500 e R$5.000
20897,19,SC,5721,Entre R$5.000 e R$7.500
01450,34,SP,2329,Entre R$1.750 e R$2.500
06868,34,RJ,11312,Mais Que R$10.000
23397,70,RJ,13994,Mais Que R$10.000
13798,26,SC,11734,Mais Que R$10.000
09596,75,SP,13003,Mais Que R$10.000
15380,77,SP,6996,Entre R$5.000 e R$7.500
20583,67,MG,7548,Entre R$7.500 e R$10.000
13987,43,SP,14600,Mais Que R$10.000
22603,70,BA,9325,Entre R$7.500 e R$10.000
03948,82,SP,3832,Entre R$2.500 e R$5.000
13859,44,SP,7880,Entre R$7.500 e R$10.000
17474,63,RJ,13114,Mais Que R$10.000
10780,32,RS,13251,Mais Que R$10.000
24755,37,PR,12834,Mais Que R$10.000
15715,47,SP,3920,Entre R$2.500 e R$5.000
27778,55,RJ,9562,Entre R$7.500 e R$10.000
21752,72,RJ,12046,Mais Que R$10.000
04527,47,RJ,5629,Entre R$5.000 e R$7.500
17203,24,RJ,8797,Entre R$7.500 e R$10.000
21124,65,SP,10518,Mais Que R$10.000
06968,84,RJ,7089,Entre R$5.000 e R$7.500
24543,86,MG,5664,Entre R$5.000 e R$7.500
27900,85,SP,9992,Entre R$7.500 e R$10.000
19429,86,RJ,12811,Mais Que R$10.000
13302,35,RJ,8112,Entre R$7.500 e R$10.000
03402,24,MG,6870,Entre R$5.000 e R$7.500
01188,76,PI,3639,Entre R$2.500 e R$5.000
03681,19,BA,13658,Mais Que R$10.000
18301,38,SP,4860,Entre R$2.500 e R$5.000
20301,54,ES,6053,Entre R$5.000 e R$7.500
05854,41,PR,13475,Mais Que R$10.000
05950,85,SC,7768,Entre R$7.500 e R$10.000
24917,19,SP,12482,Mais Que R$10.000
05541,77,SP,5167,Entre R$5.000 e R$7.500
16962,25,BA,9971,Entre R$7.500 e R$10.000
07377,67,DF,11150,Mais Que R$10.000
03110,57,SC,12779,Mais Que R$10.000
06614,40,SP,3894,Entre R$2.500 e R$5.000
07640,80,MG,11042,Mais Que R$10.000
03484,62,SP,7011,Entre R$5.000 e R$7.500
03875,26,MG,2645,Entre R$2.500 e R$5.000
07676,75,PR,13683,Mais Que R$10.000
00710,48,RS,10023,Mais Que R$10.000
20543,19,RS,12391,Mais Que R$10.000
22606,65,PR,4921,Entre R$2.500 e R$5.000
06471,47,CE,2970,Entre R$2.500 e R$5.000
26988,83,SC,10032,Mais Que R$10.000
07385,77,SP,7900,Entre R$7.500 e R$10.000
26994,69,RS,12560,Mais Que R$10.000
20545,86,BA,11007,Mais Que R$10.000
04278,61,SP,4618,Entre R$2.500 e R$5.000
14654,79,RJ,7928,Entre R$7.500 e R$10.000
12767,56,SP,11962,Mais Que R$10.000
15988,56,SP,2052,Entre R$1.750 e R$2.500
18508,79,RS,10342,Mais Que R$10.000
21676,79,SP,10779,Mais Que R$10.000
08016,64,SP,4180,Entre R$2.500 e R$5.000
25365,57,RJ,6727,Entre R$5.000 e R$7.500
08955,47,GO,10098,Mais Que R$10.000
12538,62,PR,6526,Entre R$5.000 e R$7.500
11492,87,MG,11274,Mais Que R$10.000
02730,75,RJ,10196,Mais Que R$10.000
09573,24,MG,8055,Entre R$7.500 e R$10.000
03619,83,MG,7934,Entre R$7.500 e R$10.000
20626,64,MG,4557,Entre R$2.500 e R$5.000
24424,50,RJ,5751,Entre R$5.000 e R$7.500
03788,28,SP,11031,Mais Que R$10.000
09392,74,RS,2776,Entre R$2.500 e R$5.000
01635,64,SP,4953,Entre R$2.500 e R$5.000
17496,82,DF,13841,Mais Que R$10.000
17035,78,PE,3962,Entre R$2.500 e R$5.000
10591,56,RS,5817,Entre R$5.000 e R$7.500
16291,77,RJ,13718,Mais Que R$10.000
07884,87,SP,2410,Entre R$1.750 e R$2.500
18312,68,SP,11880,Mais Que R$10.000
07268,83,PE,5535,Entre R$5.000 e R$7.500
02753,43,MG,3048,Entre R$2.500 e R$5.000
24979,60,SP,2289,Entre R$1.750 e R$2.500
00987,84,SP,9281,Entre R$7.500 e R$10.000
06739,79,MG,1977,Entre R$1.750 e R$2.500
02733,52,PB,4407,Entre R$2.500 e R$5.000
10633,80,BA,12230,Mais Que R$10.000
16457,52,SP,13815,Mais Que R$10.000
11785,75,SP,6992,Entre R$5.000 e R$7.500
12169,69,RJ,1815,Entre R$1.750 e R$2.500
06916,68,SP,12458,Mais Que R$10.000
07835,77,RJ,6971,Entre R$5.000 e R$7.500
21342,23,PR,9026,Entre R$7.500 e R$10.000
17867,22,RJ,12286,Mais Que R$10.000
11152,25,RJ,10050,Mais Que R$10.000
25488,22,SP,9750,Entre R$7.500 e R$10.000
12055,73,RS,5869,Entre R$5.000 e R$7.500
17784,39,SP,7102,Entre R$5.000 e R$7.500
25011,82,SP,11139,Mais Que R$10.000
22398,38,SP,6044,Entre R$5.000 e R$7.500
